full_name,pdes,name,neo,pha,class,e,a,q,i,om,w,ma,epoch,per,per_y,n,ad,H,G,diameter,extent,albedo,rot_per,GM,density,BV,UB,IR,spec_T,spec_B,condition_code,data_arc,n_obs_used,moid,moid_ld,t_jup
       (2024 EZ1),2024 EZ1,,Y,N,APO,0.2365,1.251,0.955,5.29,163.60,46.52,193.79,2461200.5,511,1.4,0.7045,1.55,26.95,,,,,,,,,,,,,7,8,37,0.0124,4.81,5.11
       (2024 EA2),2024 EA2,,Y,N,APO,0.4086,1.429,0.845,1.15,157.87,74.71,330.81,2460375.5,624,1.71,0.5771,2.01,27.48,,,,,,,,,,,,,8,4,23,0.0047,1.83,4.6
       (2024 EB2),2024 EB2,,Y,N,AMO,0.5255,2.284,1.084,15.33,167.21,324.25,9.10,2460374.5,1.26e+03,3.45,0.2855,3.48,24.55,,,,,,,,,,,,,8,15,45,0.139,54.1,3.37
       (2024 EC2),2024 EC2,,Y,N,APO,0.6486,2.44,0.858,2.48,352.85,112.14,225.08,2461200.5,1.39e+03,3.81,0.2585,4.02,25.16,,,,,,,,,,,,,7,23,32,0.0141,5.47,3.17
       (2024 ED2),2024 ED2,,Y,N,APO,0.5735,2.04,0.870,11.42,342.54,257.19,257.69,2461200.5,1.06e+03,2.91,0.3382,3.21,22.90,,,,,,,,,,,,,6,47,61,0.0829,32.3,3.56
       (2024 EE2),2024 EE2,,Y,N,APO,0.6662,2.229,0.744,5.86,350.85,250.45,345.86,2460375.5,1.22e+03,3.33,0.2962,3.71,24.91,,,,,,,,,,,,,8,4,18,0.00385,1.5,3.31
       (2024 EF2),2024 EF2,,Y,N,AMO,0.6607,3.163,1.073,11.39,161.28,35.76,139.21,2461200.5,2.05e+03,5.63,0.1752,5.25,24.21,,,,,,,,,,,,,7,36,42,0.117,45.5,2.79
       (2024 EG2),2024 EG2,,Y,N,APO,0.6529,1.869,0.649,7.41,349.69,265.38,297.73,2461200.5,933,2.56,0.3857,3.09,25.94,,,,,,,,,,,,,7,9,85,0.00517,2.01,3.68
       (2024 EH2),2024 EH2,,Y,N,APO,0.3942,1.293,0.783,10.52,344.07,102.85,230.62,2461200.5,537,1.47,0.6704,1.80,26.41,,,,,,,,,,,,,7,6,37,0.00588,2.29,4.92
       (2024 EJ2),2024 EJ2,,Y,N,APO,0.5505,1.77,0.795,8.00,348.56,242.87,326.62,2461200.5,860,2.35,0.4187,2.74,26.43,,,,,,,,,,,,,7,1,50,0.00221,0.861,3.9
       (2024 EM2),2024 EM2,,Y,N,APO,0.5573,2.107,0.933,10.32,165.22,323.06,9.59,2460376.5,1.12e+03,3.06,0.3222,3.28,26.94,,,,,,,,,,,,,8,4,32,0.00839,3.27,3.51
       (2024 EN2),2024 EN2,,Y,N,APO,0.6530,1.986,0.689,8.60,345.45,102.15,17.11,2460377.5,1.02e+03,2.8,0.3522,3.28,26.54,,,,,,,,,,,,,8,6,33,0.00249,0.969,3.55
       (2024 EO2),2024 EO2,,Y,N,AMO,0.5867,2.868,1.185,54.75,28.08,166.44,161.61,2461200.5,1.77e+03,4.86,0.2029,4.55,19.08,,,,,,,,,,,,,6,77,386,0.193,75.1,2.51
       (2024 ER2),2024 ER2,,Y,Y,APO,0.7552,2.625,0.643,4.69,201.71,87.07,166.10,2461200.5,1.55e+03,4.25,0.2317,4.61,20.39,,,,,,,,,,,,,4,267,89,0.00914,3.56,2.91
       (2024 ES2),2024 ES2,,Y,N,ATE,0.4309,0.7571,0.431,11.22,165.43,203.84,282.87,2461200.5,241,0.659,1.496,1.08,26.40,,,,,,,,,,,,,7,2,40,0.0142,5.52,7.55
       (2024 ET2),2024 ET2,,Y,N,APO,0.4100,1.117,0.659,27.03,355.82,308.64,232.17,2461200.5,431,1.18,0.8353,1.57,22.10,,,,,,,,,,,,,6,36,58,0.168,65.4,5.41
       (2024 EU2),2024 EU2,,Y,N,APO,0.5301,1.628,0.765,2.44,335.80,106.74,29.97,2460377.5,759,2.08,0.4743,2.49,24.82,,,,,,,,,,,,,9,5,19,0.00261,1.02,4.14
       (2024 EV2),2024 EV2,,Y,N,AMO,0.1549,1.434,1.212,24.49,357.42,240.03,60.18,2461200.5,627,1.72,0.5738,1.66,22.22,,,,,,,,,,,,,6,35,62,0.287,112,4.57
       (2024 EW2),2024 EW2,,Y,Y,APO,0.6678,1.984,0.659,28.69,144.67,286.24,20.91,2460372.5,1.02e+03,2.79,0.3528,3.31,21.99,,,,,,,,,,,,,9,9,34,0.0411,16,3.43
       (2024 EX2),2024 EX2,,Y,N,APO,0.2035,1.154,0.919,3.36,185.57,48.07,248.62,2461200.5,453,1.24,0.7951,1.39,26.37,,,,,,,,,,,,,7,22,23,0.00826,3.21,5.43
       (2024 EY2),2024 EY2,,Y,N,APO,0.6976,1.509,0.456,6.97,2.37,37.13,112.92,2461200.5,677,1.85,0.5318,2.56,22.01,,,,,,,,,,,,,7,19,52,0.0682,26.6,4.21
       (2024 EA3),2024 EA3,,Y,N,APO,0.5041,1.902,0.943,8.19,0.15,223.67,291.11,2461200.5,958,2.62,0.3757,2.86,24.39,,,,,,,,,,,,,7,25,108,0.0215,8.37,3.77
       (2024 EB3),2024 EB3,,Y,N,ATE,0.3922,0.8062,0.490,33.04,170.35,210.97,155.28,2461200.5,264,0.724,1.362,1.12,24.54,,,,,,,,,,,,,7,4,107,0.0303,11.8,7.06
       (2024 EC3),2024 EC3,,Y,N,APO,0.2771,1.302,0.941,6.59,350.40,224.81,158.73,2461200.5,542,1.49,0.6637,1.66,28.61,,,,,,,,,,,,,7,1,31,0.00611,2.38,4.95
       (2024 ED3),2024 ED3,,Y,N,APO,0.5057,1.917,0.948,5.84,355.51,215.53,292.22,2461200.5,970,2.65,0.3713,2.89,25.33,,,,,,,,,,,,,6,37,162,0.00704,2.74,3.76
       (2024 EE3),2024 EE3,,Y,N,APO,0.6524,2.335,0.812,17.11,159.25,287.60,16.44,2460380.5,1.3e+03,3.57,0.2763,3.86,23.47,,,,,,,,,,,,,9,6,21,0.0656,25.5,3.2
       (2024 EG3),2024 EG3,,Y,N,AMO,0.5270,2.469,1.168,15.19,158.21,344.56,214.07,2461200.5,1.42e+03,3.88,0.2541,3.77,22.50,,,,,,,,,,,,,7,21,68,0.187,72.6,3.24
       (2024 EH3),2024 EH3,,Y,N,APO,0.4745,1.865,0.980,11.72,171.56,26.54,308.32,2461200.5,931,2.55,0.3869,2.75,25.51,,,,,,,,,,,,,7,6,174,0.0167,6.52,3.82
       (2024 EJ3),2024 EJ3,,Y,N,APO,0.4043,1.279,0.762,15.26,170.89,279.50,236.75,2461200.5,528,1.45,0.6816,1.80,26.77,,,,,,,,,,,,,7,6,62,0.00562,2.19,4.94
       (2024 EK3),2024 EK3,,Y,N,APO,0.4444,1.78,0.989,2.99,355.97,192.42,333.94,2461200.5,868,2.38,0.415,2.57,28.95,,,,,,,,,,,,,7,3,43,0.000922,0.359,3.97
       (2024 EL3),2024 EL3,,Y,N,APO,0.5391,1.765,0.813,4.81,350.92,119.05,2.14,2461200.5,856,2.34,0.4203,2.72,28.77,,,,,,,,,,,,,7,1,21,0.000267,0.104,3.93
       (2024 EM3),2024 EM3,,Y,N,APO,0.4828,1.804,0.933,4.05,150.79,338.86,13.74,2460381.5,885,2.42,0.4069,2.67,26.43,,,,,,,,,,,,,8,5,28,0.0158,6.17,3.91
       (2024 EN3),2024 EN3,,Y,N,APO,0.4150,1.723,1.008,5.40,358.02,185.23,352.24,2461200.5,826,2.26,0.4358,2.44,26.83,,,,,,,,,,,,,7,8,86,0.0131,5.11,4.06
       (2024 EO3),2024 EO3,,Y,N,APO,0.6101,2.457,0.958,5.74,8.05,211.87,199.21,2461200.5,1.41e+03,3.85,0.2559,3.96,24.80,,,,,,,,,,,,,7,17,78,0.00759,2.96,3.2
       (2024 EP3),2024 EP3,,Y,N,APO,0.1051,1.056,0.945,15.34,356.21,255.66,316.98,2461200.5,396,1.08,0.9087,1.17,24.73,,,,,,,,,,,,,7,6,95,0.0209,8.14,5.79
       (2024 EQ3),2024 EQ3,,Y,N,APO,0.3240,1.154,0.780,8.55,348.84,276.63,303.46,2460381.5,453,1.24,0.7956,1.53,27.01,,,,,,,,,,,,,8,2,21,0.00546,2.12,5.39
       (2024 ER3),2024 ER3,,Y,N,APO,0.4530,1.471,0.804,18.75,352.28,107.69,28.33,2460382.5,651,1.78,0.5526,2.14,25.56,,,,,,,,,,,,,8,4,44,0.0221,8.62,4.44
       (2024 ES3),2024 ES3,,Y,N,AMO,0.4344,1.8,1.018,7.84,162.41,348.33,340.99,2461200.5,882,2.41,0.4082,2.58,24.79,,,,,,,,,,,,,7,26,55,0.032,12.5,3.94
       (2024 ET3),2024 ET3,,Y,N,ATE,0.2353,0.9629,0.736,8.59,168.23,247.67,223.20,2461200.5,345,0.945,1.043,1.19,28.39,,,,,,,,,,,,,6,4,13,0.0035,1.36,6.23
       (2024 EV3),2024 EV3,,Y,N,AMO,0.2944,1.536,1.084,4.54,138.45,67.05,44.72,2461200.5,695,1.9,0.5177,1.99,24.28,,,,,,,,,,,,,4,111,58,0.11,43,4.42
       (2024 EW3),2024 EW3,,Y,N,ATE,0.1407,0.9248,0.795,1.42,156.91,239.66,310.29,2461200.5,325,0.889,1.108,1.05,28.41,,,,,,,,,,,,,6,5,39,0.00301,1.17,6.46
       (2024 EX3),2024 EX3,,Y,N,APO,0.3415,1.504,0.990,3.11,169.95,345.04,85.25,2461200.5,674,1.84,0.5343,2.02,28.15,,,,,,,,,,,,,6,3,55,0.00468,1.82,4.47
       (2024 EY3),2024 EY3,,Y,N,ATE,0.3655,0.9307,0.590,5.47,18.59,282.01,90.15,2461200.5,328,0.898,1.098,1.27,24.56,,,,,,,,,,,,,7,7,53,0.0305,11.9,6.37
       (2024 EZ3),2024 EZ3,,Y,N,ATE,0.1627,0.9468,0.793,7.77,356.57,305.41,40.32,2461200.5,336,0.921,1.07,1.10,25.80,,,,,,,,,,,,,5,16,80,0.0144,5.59,6.33
       (2024 EB4),2024 EB4,,Y,N,APO,0.6297,2.175,0.805,53.87,9.55,251.70,229.37,2461200.5,1.17e+03,3.21,0.3074,3.54,20.96,,,,,,,,,,,,,6,46,180,0.0817,31.8,2.98
       (2024 EC4),2024 EC4,,Y,N,APO,0.0962,1.067,0.965,6.87,355.70,254.77,302.12,2461200.5,403,1.1,0.8938,1.17,25.71,,,,,,,,,,,,,7,10,27,0.0277,10.8,5.77
       (2024 ED4),2024 ED4,,Y,N,APO,0.4489,1.81,0.998,2.12,196.75,17.05,346.88,2460386.5,890,2.44,0.4046,2.62,26.44,,,,,,,,,,,,,8,7,23,0.00397,1.54,3.93
       (2024 EF4),2024 EF4,,Y,N,APO,0.2542,1.179,0.879,20.75,2.56,73.39,67.39,2460383.5,468,1.28,0.7698,1.48,23.97,,,,,,,,,,,,,8,3,25,0.0207,8.07,5.27
       (2024 EG4),2024 EG4,,Y,N,APO,0.3882,1.24,0.758,11.16,354.04,94.64,265.26,2461200.5,504,1.38,0.7139,1.72,24.68,,,,,,,,,,,,,7,19,144,0.0126,4.91,5.08
       (2024 EH4),2024 EH4,,Y,N,ATE,0.6588,0.9598,0.328,3.79,46.31,348.68,64.87,2460383.5,343,0.94,1.048,1.59,23.81,,,,,,,,,,,,,8,4,52,0.0373,14.5,6.07
       (2024 EJ4),2024 EJ4,,Y,N,APO,0.3340,1.427,0.951,1.71,353.45,214.25,95.72,2461200.5,623,1.71,0.578,1.90,29.38,,,,,,,,,,,,,5,,51,8.15e-06,0.00317,4.63
       (2024 EK4),2024 EK4,,Y,N,AMO,0.2834,1.425,1.021,4.74,356.32,176.39,113.67,2461200.5,622,1.7,0.5792,1.83,27.73,,,,,,,,,,,,,7,3,32,0.0271,10.6,4.65
       (2024 EL4),2024 EL4,,Y,N,APO,0.4878,1.832,0.939,9.49,185.94,38.49,308.51,2461200.5,906,2.48,0.3973,2.73,24.84,,,,,,,,,,,,,6,22,40,0.00754,2.93,3.86
       (2024 EM4),2024 EM4,,Y,N,APO,0.3105,1.408,0.971,10.20,42.62,200.27,86.35,2461200.5,610,1.67,0.59,1.84,22.93,,,,,,,,,,,,,7,38,37,0.0195,7.58,4.67
       (2024 EN4),2024 EN4,,Y,N,AMO,0.5630,2.469,1.079,19.85,172.13,356.41,1.60,2460384.5,1.42e+03,3.88,0.2541,3.86,24.48,,,,,,,,,,,,,8,8,40,0.0857,33.4,3.18
       (2024 EO4),2024 EO4,,Y,N,APO,0.5743,1.859,0.791,3.21,151.13,101.26,338.06,2460384.5,926,2.53,0.3888,2.93,24.78,,,,,,,,,,,,,9,7,29,0.0119,4.64,3.78
       (2024 EP4),2024 EP4,,Y,N,AMO,0.1543,1.277,1.080,8.27,161.80,338.33,24.90,2460382.5,527,1.44,0.6833,1.47,25.28,,,,,,,,,,,,,8,11,15,0.0965,37.5,5.04
       (2024 ER4),2024 ER4,,Y,N,ATE,0.3054,0.8299,0.576,2.75,177.30,142.49,223.53,2461200.5,276,0.756,1.304,1.08,27.35,,,,,,,,,,,,,5,2,47,0.000389,0.151,7.03
       (2024 ES4),2024 ES4,,Y,N,AMO,0.3773,1.664,1.036,2.75,202.70,351.65,6.39,2461200.5,784,2.15,0.4592,2.29,25.82,,,,,,,,,,,,,6,33,24,0.036,14,4.17
       (2024 EU4),2024 EU4,,Y,N,APO,0.7990,2.082,0.419,8.30,354.40,298.38,249.52,2461200.5,1.1e+03,3,0.328,3.75,22.11,,,,,,,,,,,,,6,35,67,0.0262,10.2,3.25
       (2024 EW4),2024 EW4,,Y,N,AMO,0.2116,1.394,1.099,24.77,356.01,117.21,41.78,2460385.5,601,1.65,0.5989,1.69,24.46,,,,,,,,,,,,,9,3,14,0.204,79.2,4.65
       (2024 ES5),2024 ES5,,Y,N,APO,0.5621,2.168,0.949,3.85,10.39,205.63,241.17,2461200.5,1.17e+03,3.19,0.3087,3.39,25.42,,,,,,,,,,,,,7,15,48,0.00481,1.87,3.46
       (2024 ET5),2024 ET5,,Y,N,AMO,0.5714,2.693,1.154,15.23,240.79,306.05,175.41,2461200.5,1.61e+03,4.42,0.223,4.23,20.68,,,,,,,,,,,,,5,105,105,0.236,91.8,3.07
       (2024 ED6),2024 ED6,,Y,N,APO,0.4353,1.757,0.992,1.89,353.78,220.20,329.70,2461200.5,850,2.33,0.4233,2.52,24.19,,,,,,,,,,,,,5,59,50,0.0139,5.41,4.01
       (2024 FA),2024 FA,,Y,N,APO,0.5586,1.037,0.458,18.14,172.58,228.18,116.90,2461200.5,386,1.06,0.9332,1.62,22.51,,,,,,,,,,,,,2,2140,66,0.0577,22.4,5.72
       (2024 FB),2024 FB,,Y,N,APO,0.3090,1.055,0.729,1.71,148.06,276.00,98.30,2461200.5,396,1.08,0.9091,1.38,25.79,,,,,,,,,,,,,7,19,20,0.00251,0.976,5.79
       (2024 FC),2024 FC,,Y,N,AMO,0.4611,1.893,1.020,4.87,181.57,326.02,318.95,2461200.5,951,2.6,0.3785,2.77,25.49,,,,,,,,,,,,,7,33,13,0.0484,18.9,3.82
       (2024 FD),2024 FD,,Y,N,APO,0.5569,2.084,0.923,3.60,178.18,320.56,275.99,2461200.5,1.1e+03,3.01,0.3277,3.24,27.09,,,,,,,,,,,,,7,5,55,0.00272,1.06,3.55
       (2024 FF),2024 FF,,Y,N,AMO,0.3852,1.658,1.019,32.69,176.42,317.25,18.15,2460389.5,780,2.14,0.4616,2.30,22.99,,,,,,,,,,,,,8,20,48,0.0995,38.7,4.01
       (2024 FG),2024 FG,,Y,N,APO,0.3551,1.317,0.850,3.78,349.38,274.13,123.48,2461200.5,552,1.51,0.6518,1.79,24.06,,,,,,,,,,,,,6,35,33,0.021,8.18,4.89
       (2024 FH),2024 FH,,Y,N,APO,0.6361,1.746,0.635,17.36,175.89,261.85,26.14,2460386.5,843,2.31,0.4273,2.86,23.72,,,,,,,,,,,,,9,2,26,0.024,9.35,3.83
       (2024 FJ),2024 FJ,,Y,N,AMO,0.5791,2.492,1.049,4.94,163.03,40.76,197.62,2461200.5,1.44e+03,3.93,0.2506,3.93,25.17,,,,,,,,,,,,,7,39,28,0.0708,27.6,3.21
       (2024 FK),2024 FK,,Y,N,APO,0.6940,2.297,0.703,0.90,178.40,85.23,344.53,2460388.5,1.27e+03,3.48,0.2832,3.89,25.11,,,,,,,,,,,,,8,12,36,0.00308,1.2,3.22
       (2024 FL),2024 FL,,Y,N,AMO,0.4147,1.76,1.030,4.07,183.70,25.56,347.95,2460387.5,853,2.34,0.4221,2.49,26.28,,,,,,,,,,,,,8,18,18,0.0379,14.8,4.01
       (2024 FM),2024 FM,,Y,N,APO,0.3387,1.309,0.866,4.74,176.05,293.32,35.03,2460386.5,547,1.5,0.6581,1.75,27.81,,,,,,,,,,,,,8,2,10,0.00832,3.24,4.92
       (2024 FN),2024 FN,,Y,Y,APO,0.6017,2.503,0.997,2.93,6.76,270.76,170.64,2461200.5,1.45e+03,3.96,0.2489,4.01,20.78,,,,,,,,,,,,,0,3138,88,0.0488,19,3.19
       (2024 FO),2024 FO,,Y,N,APO,0.5189,1.821,0.876,4.90,350.84,132.08,16.37,2460387.5,898,2.46,0.4011,2.77,25.52,,,,,,,,,,,,,8,2,28,0.00182,0.709,3.87
       (2024 FP),2024 FP,,Y,N,AMO,0.4782,2.057,1.073,9.19,133.90,59.77,266.28,2461200.5,1.08e+03,2.95,0.3341,3.04,22.84,,,,,,,,,,,,,4,145,57,0.147,57.1,3.62
       (2024 FQ),2024 FQ,,Y,N,APO,0.2622,1.335,0.985,2.05,30.18,105.09,186.32,2461200.5,563,1.54,0.6391,1.68,25.59,,,,,,,,,,,,,5,129,22,0.03,11.7,4.88
       (2024 FR),2024 FR,,Y,N,ATE,0.4926,0.9256,0.470,27.24,183.18,145.41,268.76,2460388.5,325,0.89,1.107,1.38,22.26,,,,,,,,,,,,,8,19,23,0.114,44.5,6.27
       (2024 FS),2024 FS,,Y,N,AMO,0.4715,2.016,1.066,12.39,1.02,161.10,6.56,2460387.5,1.05e+03,2.86,0.3443,2.97,24.22,,,,,,,,,,,,,9,2,12,0.0829,32.3,3.65
       (2024 FT),2024 FT,,Y,N,AMO,0.4118,1.982,1.166,11.57,2.00,233.22,267.81,2461200.5,1.02e+03,2.79,0.3531,2.80,21.16,,,,,,,,,,,,,1,5138,28,0.217,84.5,3.73
       (2024 FV),2024 FV,,Y,N,AMO,0.5707,2.421,1.039,1.05,84.29,95.46,359.71,2460387.5,1.38e+03,3.77,0.2617,3.80,25.69,,,,,,,,,,,,,8,5,15,0.0469,18.3,3.27
       (2024 FW),2024 FW,,Y,N,AMO,0.4070,1.942,1.152,1.41,163.36,352.93,8.34,2460387.5,988,2.71,0.3642,2.73,25.46,,,,,,,,,,,,,9,5,11,0.161,62.8,3.79
       (2024 FX),2024 FX,,Y,Y,APO,0.8874,2.147,0.242,7.86,95.22,301.45,271.44,2461200.5,1.15e+03,3.15,0.3132,4.05,21.46,,,,,,,,,,,,,7,18,55,0.0166,6.47,3.01
       (2024 FY),2024 FY,,Y,N,AMO,0.5968,2.798,1.128,16.06,180.77,344.44,175.35,2461200.5,1.71e+03,4.68,0.2106,4.47,21.50,,,,,,,,,,,,,5,79,102,0.143,55.6,2.99
       (2024 FZ),2024 FZ,,Y,Y,AMO,0.4508,1.906,1.047,8.19,89.81,181.65,271.88,2461200.5,961,2.63,0.3747,2.76,20.21,,,,,,,,,,,,,0,3087,237,0.0304,11.8,3.8
       (2024 FA1),2024 FA1,,Y,N,AMO,0.2486,1.389,1.044,17.75,12.16,229.65,85.30,2461200.5,598,1.64,0.6021,1.73,22.48,,,,,,,,,,,,,6,42,45,0.107,41.7,4.7
       (2024 FB1),2024 FB1,,Y,N,APO,0.5485,1.889,0.853,6.57,179.17,63.59,340.92,2460387.5,949,2.6,0.3795,2.93,25.23,,,,,,,,,,,,,8,12,29,0.0184,7.15,3.75
       (2024 FC1),2024 FC1,,Y,N,ATE,0.1912,0.8954,0.724,6.14,350.97,45.19,351.10,2461200.5,309,0.847,1.163,1.07,27.66,,,,,,,,,,,,,6,8,18,0.00221,0.862,6.62
       (2024 FD1),2024 FD1,,Y,N,APO,0.3363,1.503,0.998,0.96,3.85,188.13,67.99,2461200.5,673,1.84,0.5348,2.01,29.42,,,,,,,,,,,,,7,1,25,0.00123,0.48,4.47
       (2024 FE1),2024 FE1,,Y,N,ATE,0.2205,0.9867,0.769,5.51,175.46,237.99,198.05,2461200.5,358,0.98,1.006,1.20,26.13,,,,,,,,,,,,,7,2,10,0.0278,10.8,6.12
       (2024 FG1),2024 FG1,,Y,N,AMO,0.4787,2.007,1.046,12.10,24.46,174.80,274.88,2461200.5,1.04e+03,2.84,0.3468,2.97,23.37,,,,,,,,,,,,,5,57,89,0.0444,17.3,3.66
       (2024 FH1),2024 FH1,,Y,N,ATE,0.1774,0.9543,0.785,4.86,162.04,243.94,254.57,2461200.5,340,0.932,1.057,1.12,25.72,,,,,,,,,,,,,5,25,26,0.00526,2.05,6.29
       (2024 FJ1),2024 FJ1,,Y,N,AMO,0.1389,1.244,1.071,24.98,176.57,7.54,354.75,2460388.5,507,1.39,0.7105,1.42,25.49,,,,,,,,,,,,,9,2,13,0.077,30,5.06
       (2024 FK1),2024 FK1,,Y,N,ATE,0.1620,0.9333,0.782,10.99,180.93,126.09,55.26,2461200.5,329,0.902,1.093,1.08,26.14,,,,,,,,,,,,,4,5,67,0.00652,2.54,6.4
       (2024 FL1),2024 FL1,,Y,N,APO,0.3376,1.177,0.779,8.32,4.95,276.61,201.49,2461200.5,466,1.28,0.7722,1.57,24.28,,,,,,,,,,,,,6,31,38,0.000318,0.124,5.31
       (2024 FN1),2024 FN1,,Y,N,ATE,0.1453,0.974,0.832,9.55,178.34,129.66,357.92,2461200.5,351,0.961,1.025,1.12,26.10,,,,,,,,,,,,,6,4,22,0.0412,16,6.19
       (2024 FO1),2024 FO1,,Y,N,APO,0.3388,1.22,0.807,22.32,0.93,100.87,275.21,2461200.5,492,1.35,0.731,1.63,26.64,,,,,,,,,,,,,7,2,55,0.0153,5.94,5.11
       (2024 FP1),2024 FP1,,Y,N,APO,0.2291,1.214,0.936,8.56,184.55,291.73,280.74,2461200.5,488,1.34,0.7371,1.49,25.30,,,,,,,,,,,,,7,25,26,0.0409,15.9,5.22
       (2024 FQ1),2024 FQ1,,Y,N,APO,0.5626,1.876,0.821,6.47,182.96,284.69,19.89,2460389.5,939,2.57,0.3835,2.93,25.18,,,,,,,,,,,,,9,2,27,0.0308,12,3.76
       (2024 FR1),2024 FR1,,Y,N,APO,0.7114,2.647,0.764,7.62,133.30,321.39,200.97,2461200.5,1.57e+03,4.31,0.2289,4.53,21.70,,,,,,,,,,,,,7,26,38,0.0525,20.4,2.96
       (2024 FS1),2024 FS1,,Y,N,APO,0.2955,1.065,0.750,18.30,351.35,302.49,287.85,2461200.5,401,1.1,0.8967,1.38,23.60,,,,,,,,,,,,,7,23,33,0.109,42.4,5.71
       (2024 FT1),2024 FT1,,Y,N,APO,0.5903,1.195,0.490,39.57,182.36,203.31,349.60,2461200.5,477,1.31,0.7544,1.90,21.24,,,,,,,,,,,,,7,25,15,0.411,160,4.95
       (2024 FU1),2024 FU1,,Y,N,APO,0.2258,1.248,0.966,11.01,10.55,253.68,154.29,2461200.5,509,1.39,0.7067,1.53,23.98,,,,,,,,,,,,,4,175,46,0.0763,29.7,5.11
       (2024 FV1),2024 FV1,,Y,N,APO,0.5452,1.706,0.776,7.71,175.55,291.81,20.88,2460387.5,814,2.23,0.4421,2.64,27.62,,,,,,,,,,,,,8,3,19,0.000792,0.308,4
       (2024 FW1),2024 FW1,,Y,N,APO,0.3153,1.447,0.991,3.56,3.39,155.31,109.92,2461200.5,636,1.74,0.5664,1.90,28.32,,,,,,,,,,,,,7,2,21,0.0104,4.04,4.6
       (2024 FY1),2024 FY1,,Y,N,APO,0.4734,1.638,0.862,0.17,51.67,73.80,40.27,2461200.5,766,2.1,0.4702,2.41,26.36,,,,,,,,,,,,,7,25,68,0.00115,0.449,4.17
       (2024 FZ1),2024 FZ1,,Y,N,AMO,0.2653,1.636,1.202,9.24,356.04,180.03,1.94,2460387.5,764,2.09,0.4712,2.07,24.57,,,,,,,,,,,,,8,2,10,0.207,80.4,4.25
       (2024 FB2),2024 FB2,,Y,N,AMO,0.5003,2.45,1.224,30.59,347.49,291.31,162.03,2461200.5,1.4e+03,3.84,0.257,3.68,19.46,,,,,,,,,,,,,5,55,28,0.42,164,3.15
       (2024 FC2),2024 FC2,,Y,N,ATE,0.2296,0.9171,0.707,26.65,176.54,192.87,358.80,2461200.5,321,0.878,1.122,1.13,22.33,,,,,,,,,,,,,6,27,81,0.123,48,6.4
       (2024 FD2),2024 FD2,,Y,N,AMO,0.5661,2.675,1.161,11.57,151.80,33.61,182.15,2461200.5,1.6e+03,4.37,0.2253,4.19,22.24,,,,,,,,,,,,,5,58,47,0.193,75.1,3.1
       (2024 FE2),2024 FE2,,Y,N,AMO,0.2899,1.665,1.183,1.77,264.98,282.30,8.84,2461200.5,785,2.15,0.4586,2.15,23.57,,,,,,,,,,,,,6,68,48,0.187,72.8,4.21
       (2024 FF2),2024 FF2,,Y,N,AMO,0.0824,1.194,1.095,16.16,172.57,74.21,303.66,2460391.5,476,1.3,0.7559,1.29,24.27,,,,,,,,,,,,,8,20,22,0.157,60.9,5.28
       (2024 FG2),2024 FG2,,Y,N,APO,0.6443,1.022,0.364,11.90,56.88,267.57,343.96,2461200.5,377,1.03,0.9537,1.68,22.12,,,,,,,,,,,,,2,754,47,0.113,44,5.75
       (2024 FH2),2024 FH2,,Y,N,ATE,0.5530,0.9174,0.410,16.01,23.74,305.39,287.67,2460402.5,321,0.879,1.122,1.42,22.33,,,,,,,,,,,,,8,17,44,0.0255,9.94,6.34
       (2024 FJ2),2024 FJ2,,Y,N,APO,0.7191,2.555,0.718,3.65,302.18,347.43,174.16,2461200.5,1.49e+03,4.08,0.2414,4.39,20.91,,,,,,,,,,,,,6,50,57,0.0546,21.2,3.01
       (2024 FK2),2024 FK2,,Y,N,AMO,0.5250,2.222,1.056,19.70,45.48,161.91,233.79,2461200.5,1.21e+03,3.31,0.2975,3.39,21.77,,,,,,,,,,,,,6,56,85,0.0632,24.6,3.39
       (2024 FM2),2024 FM2,,Y,N,AMO,0.3722,1.882,1.182,4.94,77.57,133.37,299.61,2461200.5,943,2.58,0.3817,2.58,22.43,,,,,,,,,,,,,5,74,59,0.187,72.9,3.88
       (2024 FN2),2024 FN2,,Y,N,APO,0.2226,1.27,0.987,9.18,180.57,32.13,178.21,2461200.5,523,1.43,0.6887,1.55,25.82,,,,,,,,,,,,,7,2,20,0.016,6.24,5.05
       (2024 FP2),2024 FP2,,Y,N,ATE,0.2526,0.9701,0.725,31.10,28.69,313.52,321.24,2461200.5,349,0.955,1.032,1.22,21.29,,,,,,,,,,,,,1,759,129,0.0858,33.4,6.08
       (2024 FQ2),2024 FQ2,,Y,N,APO,0.6420,2.57,0.920,5.15,19.59,108.96,9.05,2460387.5,1.5e+03,4.12,0.2393,4.22,25.72,,,,,,,,,,,,,8,2,10,0.05,19.4,3.1
       (2024 FR2),2024 FR2,,Y,N,APO,0.2923,1.426,1.009,4.72,346.37,168.00,122.83,2461200.5,622,1.7,0.579,1.84,26.04,,,,,,,,,,,,,7,1,9,0.0208,8.1,4.65
       (2024 FT2),2024 FT2,,Y,N,APO,0.5803,2.209,0.927,1.61,344.16,258.01,344.30,2460389.5,1.2e+03,3.28,0.3001,3.49,25.14,,,,,,,,,,,,,8,25,25,0.0183,7.13,3.42
